date,ret
2026-07-15,-0.00352631
2026-07-16,0.00693521
2026-07-17,-0.00093345
2026-07-18,0.0
2026-07-19,0.0
2026-07-20,-0.00259954
2026-07-21,0.00200621
2026-07-22,0.0
